Compensation_Grade|Critical_Job_Flag|Difficult_to_Fill_Flag|Inactive_Flag|Job_Category_Code|Job_Category_Name|Job_Exempt_Canada|Job_Exempt_US|Job_Family|Job_Family_Group|Job_Family_Group_Name|Job_Family_Name|Job_Level_Code|Job_Level_Name|Job_Profile_Code|Job_Profile_Description|Job_Profile_ID|Job_Profile_Name|Job_Profile_Summary|Job_Profile_WID|Job_Title|Management_Level_Code|Management_Level_Name|Pay_Rate_Type|Public_Job|Work_Shift_Required|JOB_MATRIX|IS_PEOPLE_MANAGER|IS_MANAGER|FREQUENCY
00|N|N|False|CAT1|Senior Manager|Exempt|Non-Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|M5|Level M5|JPC0066|This is the job description for Software Engineer. Responsible for key duties and responsibilities.|JP00066|Software Engineer|Summary: Software Engineer position|WID00000066|Software Engineer|MLM|Manager|Hourly|True|False|MATRIX_OPS_M5|True|True|Biweekly
00|Y|N|False|CAT2|Director|Non-Exempt|Non-Exempt|MKTG|JFG_MKTG|Job Family Group MKTG|Family MKTG|M2|Level M2|JPC0067|This is the job description for Accountant. Responsible for key duties and responsibilities.|JP00067|Accountant|Summary: Accountant position|WID00000067|Accountant|MLM|Manager|Hourly|True|False|MATRIX_MKTG_M2|False|True|Biweekly
00|N|Y|False|CAT3|Executive|Non-Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M1|Level M1|JPC0068|This is the job description for Business Analyst. Responsible for key duties and responsibilities.|JP00068|Business Analyst|Summary: Business Analyst position|WID00000068|Business Analyst|MLM|Manager|Salary|True|False|MATRIX_FIN_M1|False|True|Biweekly
00|Y|N|False|CAT4|Director|Non-Exempt|Exempt|IT|JFG_IT|Job Family Group IT|Family IT|M3|Level M3|JPC0069|This is the job description for System Administrator. Responsible for key duties and responsibilities.|JP00069|System Administrator|Summary: System Administrator position|WID00000069|System Administrator|MLM|Manager|Salary|True|True|MATRIX_IT_M3|False|True|Biweekly
00|Y|Y|False|CAT5|Director|Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|M4|Level M4|JPC0070|This is the job description for Software Engineer. Responsible for key duties and responsibilities.|JP00070|Software Engineer|Summary: Software Engineer position|WID00000070|Software Engineer|MLM|Manager|Hourly|False|False|MATRIX_OPS_M4|True|True|Biweekly
00|Y|N|False|CAT1|Manager|Exempt|Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|M3|Level M3|JPC0071|This is the job description for HR Manager. Responsible for key duties and responsibilities.|JP00071|HR Manager|Summary: HR Manager position|WID00000071|HR Manager|MLM|Manager|Hourly|False|False|MATRIX_LEGAL_M3|False|True|Biweekly
00|N|N|False|CAT2|Manager|Non-Exempt|Non-Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|IC1|Level IC1|JPC0072|This is the job description for Business Analyst. Responsible for key duties and responsibilities.|JP00072|Business Analyst|Summary: Business Analyst position|WID00000072|Business Analyst|MLI|Individual Contributor|Hourly|False|False|MATRIX_OPS_IC1|False|False|Biweekly
00|Y|N|False|CAT3|Manager|Non-Exempt|Exempt|IT|JFG_IT|Job Family Group IT|Family IT|M1|Level M1|JPC0073|This is the job description for Network Engineer. Responsible for key duties and responsibilities.|JP00073|Network Engineer|Summary: Network Engineer position|WID00000073|Network Engineer|MLM|Manager|Hourly|False|False|MATRIX_IT_M1|False|True|Biweekly
00|Y|N|False|CAT4|Individual Contributor|Non-Exempt|Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|IC3|Level IC3|JPC0074|This is the job description for HR Manager. Responsible for key duties and responsibilities.|JP00074|HR Manager|Summary: HR Manager position|WID00000074|HR Manager|MLI|Individual Contributor|Hourly|True|True|MATRIX_LEGAL_IC3|False|False|Biweekly
00|N|N|False|CAT5|Executive|Non-Exempt|Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|IC3|Level IC3|JPC0075|This is the job description for Data Analyst. Responsible for key duties and responsibilities.|JP00075|Data Analyst|Summary: Data Analyst position|WID00000075|Data Analyst|MLI|Individual Contributor|Hourly|False|False|MATRIX_LEGAL_IC3|False|False|Biweekly
00|N|Y|False|CAT1|Individual Contributor|Non-Exempt|Exempt|IT|JFG_IT|Job Family Group IT|Family IT|M4|Level M4|JPC0076|This is the job description for Software Engineer. Responsible for key duties and responsibilities.|JP00076|Software Engineer|Summary: Software Engineer position|WID00000076|Software Engineer|MLM|Manager|Salary|False|True|MATRIX_IT_M4|True|True|Biweekly
00|Y|N|False|CAT2|Senior Manager|Non-Exempt|Non-Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|IC1|Level IC1|JPC0077|This is the job description for Software Engineer. Responsible for key duties and responsibilities.|JP00077|Software Engineer|Summary: Software Engineer position|WID00000077|Software Engineer|MLI|Individual Contributor|Salary|True|False|MATRIX_OPS_IC1|False|False|Biweekly
00|N|Y|False|CAT3|Director|Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|IC3|Level IC3|JPC0078|This is the job description for Project Manager. Responsible for key duties and responsibilities.|JP00078|Project Manager|Summary: Project Manager position|WID00000078|Project Manager|MLI|Individual Contributor|Hourly|False|False|MATRIX_HR_IC3|False|False|Biweekly
00|N|Y|False|CAT4|Individual Contributor|Non-Exempt|Non-Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|IC1|Level IC1|JPC0079|This is the job description for Security Analyst. Responsible for key duties and responsibilities.|JP00079|Security Analyst|Summary: Security Analyst position|WID00000079|Security Analyst|MLI|Individual Contributor|Hourly|False|False|MATRIX_OPS_IC1|False|False|Biweekly
00|N|Y|False|CAT5|Manager|Non-Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|IC5|Level IC5|JPC0080|This is the job description for Product Manager. Responsible for key duties and responsibilities.|JP00080|Product Manager|Summary: Product Manager position|WID00000080|Product Manager|MLI|Individual Contributor|Hourly|False|True|MATRIX_IT_IC5|False|False|Biweekly
00|Y|N|False|CAT1|Senior Manager|Exempt|Non-Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|IC5|Level IC5|JPC0081|This is the job description for Software Engineer. Responsible for key duties and responsibilities.|JP00081|Software Engineer|Summary: Software Engineer position|WID00000081|Software Engineer|MLI|Individual Contributor|Salary|True|False|MATRIX_LEGAL_IC5|False|False|Biweekly
00|Y|N|False|CAT2|Director|Exempt|Non-Exempt|HR|JFG_HR|Job Family Group HR|Family HR|IC2|Level IC2|JPC0082|This is the job description for Security Analyst. Responsible for key duties and responsibilities.|JP00082|Security Analyst|Summary: Security Analyst position|WID00000082|Security Analyst|MLI|Individual Contributor|Salary|True|False|MATRIX_HR_IC2|False|False|Biweekly
00|N|N|False|CAT3|Manager|Non-Exempt|Non-Exempt|MKTG|JFG_MKTG|Job Family Group MKTG|Family MKTG|M2|Level M2|JPC0083|This is the job description for Project Manager. Responsible for key duties and responsibilities.|JP00083|Project Manager|Summary: Project Manager position|WID00000083|Project Manager|MLM|Manager|Hourly|False|True|MATRIX_MKTG_M2|False|True|Biweekly
00|Y|N|False|CAT4|Executive|Non-Exempt|Exempt|IT|JFG_IT|Job Family Group IT|Family IT|IC2|Level IC2|JPC0084|This is the job description for Project Manager. Responsible for key duties and responsibilities.|JP00084|Project Manager|Summary: Project Manager position|WID00000084|Project Manager|MLI|Individual Contributor|Hourly|True|False|MATRIX_IT_IC2|False|False|Biweekly
00|N|N|False|CAT5|Senior Manager|Exempt|Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M3|Level M3|JPC0085|This is the job description for Accountant. Responsible for key duties and responsibilities.|JP00085|Accountant|Summary: Accountant position|WID00000085|Accountant|MLM|Manager|Hourly|True|False|MATRIX_FIN_M3|True|True|Biweekly
00|N|N|False|CAT1|Individual Contributor|Exempt|Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|IC2|Level IC2|JPC0086|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00086|Operations Manager|Summary: Operations Manager position|WID00000086|Operations Manager|MLI|Individual Contributor|Salary|False|False|MATRIX_SAL_IC2|False|False|Biweekly
00|Y|N|False|CAT2|Director|Non-Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|IC2|Level IC2|JPC0087|This is the job description for Product Manager. Responsible for key duties and responsibilities.|JP00087|Product Manager|Summary: Product Manager position|WID00000087|Product Manager|MLI|Individual Contributor|Salary|False|True|MATRIX_FIN_IC2|False|False|Biweekly
00|Y|N|False|CAT3|Manager|Non-Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|M5|Level M5|JPC0088|This is the job description for Finance Manager. Responsible for key duties and responsibilities.|JP00088|Finance Manager|Summary: Finance Manager position|WID00000088|Finance Manager|MLM|Manager|Salary|False|True|MATRIX_IT_M5|True|True|Biweekly
00|Y|N|False|CAT4|Senior Manager|Exempt|Exempt|MKTG|JFG_MKTG|Job Family Group MKTG|Family MKTG|M4|Level M4|JPC0089|This is the job description for Security Analyst. Responsible for key duties and responsibilities.|JP00089|Security Analyst|Summary: Security Analyst position|WID00000089|Security Analyst|MLM|Manager|Hourly|True|True|MATRIX_MKTG_M4|True|True|Biweekly
00|Y|Y|False|CAT5|Executive|Exempt|Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|IC1|Level IC1|JPC0090|This is the job description for System Administrator. Responsible for key duties and responsibilities.|JP00090|System Administrator|Summary: System Administrator position|WID00000090|System Administrator|MLI|Individual Contributor|Salary|True|True|MATRIX_ENG_IC1|False|False|Biweekly
00|Y|N|False|CAT1|Manager|Exempt|Non-Exempt|MKTG|JFG_MKTG|Job Family Group MKTG|Family MKTG|IC3|Level IC3|JPC0091|This is the job description for System Administrator. Responsible for key duties and responsibilities.|JP00091|System Administrator|Summary: System Administrator position|WID00000091|System Administrator|MLI|Individual Contributor|Salary|True|True|MATRIX_MKTG_IC3|False|False|Biweekly
00|N|Y|False|CAT2|Manager|Non-Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|IC1|Level IC1|JPC0092|This is the job description for Accountant. Responsible for key duties and responsibilities.|JP00092|Accountant|Summary: Accountant position|WID00000092|Accountant|MLI|Individual Contributor|Salary|False|True|MATRIX_HR_IC1|False|False|Biweekly
00|Y|N|False|CAT3|Executive|Exempt|Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M3|Level M3|JPC0093|This is the job description for HR Manager. Responsible for key duties and responsibilities.|JP00093|HR Manager|Summary: HR Manager position|WID00000093|HR Manager|MLM|Manager|Hourly|False|True|MATRIX_FIN_M3|True|True|Biweekly
00|Y|N|False|CAT4|Director|Exempt|Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|M3|Level M3|JPC0094|This is the job description for Network Engineer. Responsible for key duties and responsibilities.|JP00094|Network Engineer|Summary: Network Engineer position|WID00000094|Network Engineer|MLM|Manager|Hourly|True|True|MATRIX_ENG_M3|True|True|Biweekly
00|N|N|False|CAT5|Executive|Non-Exempt|Non-Exempt|HR|JFG_HR|Job Family Group HR|Family HR|IC5|Level IC5|JPC0095|This is the job description for Marketing Manager. Responsible for key duties and responsibilities.|JP00095|Marketing Manager|Summary: Marketing Manager position|WID00000095|Marketing Manager|MLI|Individual Contributor|Hourly|True|True|MATRIX_HR_IC5|False|False|Biweekly
00|N|N|False|CAT1|Director|Non-Exempt|Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|M2|Level M2|JPC0096|This is the job description for HR Manager. Responsible for key duties and responsibilities.|JP00096|HR Manager|Summary: HR Manager position|WID00000096|HR Manager|MLM|Manager|Hourly|False|False|MATRIX_SAL_M2|True|True|Biweekly
00|Y|Y|False|CAT2|Individual Contributor|Exempt|Non-Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|M1|Level M1|JPC0097|This is the job description for Project Manager. Responsible for key duties and responsibilities.|JP00097|Project Manager|Summary: Project Manager position|WID00000097|Project Manager|MLM|Manager|Salary|False|True|MATRIX_OPS_M1|True|True|Biweekly
00|Y|N|False|CAT3|Senior Manager|Non-Exempt|Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|M5|Level M5|JPC0098|This is the job description for Sales Executive. Responsible for key duties and responsibilities.|JP00098|Sales Executive|Summary: Sales Executive position|WID00000098|Sales Executive|MLM|Manager|Hourly|False|False|MATRIX_ENG_M5|True|True|Biweekly
00|N|Y|False|CAT4|Individual Contributor|Non-Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M5|Level M5|JPC0099|This is the job description for Sales Executive. Responsible for key duties and responsibilities.|JP00099|Sales Executive|Summary: Sales Executive position|WID00000099|Sales Executive|MLM|Manager|Salary|False|True|MATRIX_FIN_M5|False|True|Biweekly
00|Y|N|False|CAT5|Individual Contributor|Exempt|Non-Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|M4|Level M4|JPC0100|This is the job description for System Administrator. Responsible for key duties and responsibilities.|JP00100|System Administrator|Summary: System Administrator position|WID00000100|System Administrator|MLM|Manager|Hourly|False|False|MATRIX_LEGAL_M4|True|True|Biweekly
00|N|Y|False|CAT1|Manager|Exempt|Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|IC3|Level IC3|JPC0101|This is the job description for Network Engineer. Responsible for key duties and responsibilities.|JP00101|Network Engineer|Summary: Network Engineer position|WID00000101|Network Engineer|MLI|Individual Contributor|Salary|False|False|MATRIX_ENG_IC3|False|False|Biweekly
00|N|Y|False|CAT2|Individual Contributor|Exempt|Exempt|IT|JFG_IT|Job Family Group IT|Family IT|M1|Level M1|JPC0102|This is the job description for Project Manager. Responsible for key duties and responsibilities.|JP00102|Project Manager|Summary: Project Manager position|WID00000102|Project Manager|MLM|Manager|Salary|True|False|MATRIX_IT_M1|False|True|Biweekly
00|N|Y|False|CAT3|Executive|Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|M2|Level M2|JPC0103|This is the job description for HR Manager. Responsible for key duties and responsibilities.|JP00103|HR Manager|Summary: HR Manager position|WID00000103|HR Manager|MLM|Manager|Hourly|True|False|MATRIX_IT_M2|True|True|Biweekly
00|N|Y|False|CAT4|Individual Contributor|Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|M4|Level M4|JPC0104|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00104|Operations Manager|Summary: Operations Manager position|WID00000104|Operations Manager|MLM|Manager|Salary|True|False|MATRIX_IT_M4|False|True|Biweekly
00|N|Y|False|CAT5|Manager|Non-Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|M1|Level M1|JPC0105|This is the job description for Data Analyst. Responsible for key duties and responsibilities.|JP00105|Data Analyst|Summary: Data Analyst position|WID00000105|Data Analyst|MLM|Manager|Hourly|True|False|MATRIX_OPS_M1|False|True|Biweekly
00|N|N|False|CAT1|Executive|Non-Exempt|Non-Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|M2|Level M2|JPC0106|This is the job description for Software Engineer. Responsible for key duties and responsibilities.|JP00106|Software Engineer|Summary: Software Engineer position|WID00000106|Software Engineer|MLM|Manager|Hourly|True|False|MATRIX_ENG_M2|True|True|Biweekly
00|N|N|False|CAT2|Individual Contributor|Non-Exempt|Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|M1|Level M1|JPC0107|This is the job description for Project Manager. Responsible for key duties and responsibilities.|JP00107|Project Manager|Summary: Project Manager position|WID00000107|Project Manager|MLM|Manager|Salary|False|False|MATRIX_ENG_M1|True|True|Biweekly
00|Y|N|False|CAT3|Manager|Exempt|Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M2|Level M2|JPC0108|This is the job description for Network Engineer. Responsible for key duties and responsibilities.|JP00108|Network Engineer|Summary: Network Engineer position|WID00000108|Network Engineer|MLM|Manager|Salary|False|False|MATRIX_FIN_M2|False|True|Biweekly
00|N|Y|False|CAT4|Manager|Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|IC4|Level IC4|JPC0109|This is the job description for Data Analyst. Responsible for key duties and responsibilities.|JP00109|Data Analyst|Summary: Data Analyst position|WID00000109|Data Analyst|MLI|Individual Contributor|Salary|False|False|MATRIX_HR_IC4|False|False|Biweekly
00|N|N|False|CAT5|Manager|Non-Exempt|Exempt|IT|JFG_IT|Job Family Group IT|Family IT|M5|Level M5|JPC0110|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00110|Operations Manager|Summary: Operations Manager position|WID00000110|Operations Manager|MLM|Manager|Hourly|False|False|MATRIX_IT_M5|True|True|Biweekly
00|N|N|False|CAT1|Director|Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|M5|Level M5|JPC0111|This is the job description for Software Engineer. Responsible for key duties and responsibilities.|JP00111|Software Engineer|Summary: Software Engineer position|WID00000111|Software Engineer|MLM|Manager|Hourly|False|True|MATRIX_OPS_M5|False|True|Biweekly
00|Y|N|False|CAT2|Executive|Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M5|Level M5|JPC0112|This is the job description for Marketing Manager. Responsible for key duties and responsibilities.|JP00112|Marketing Manager|Summary: Marketing Manager position|WID00000112|Marketing Manager|MLM|Manager|Hourly|True|True|MATRIX_FIN_M5|True|True|Biweekly
00|Y|Y|False|CAT3|Individual Contributor|Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|IC2|Level IC2|JPC0113|This is the job description for System Administrator. Responsible for key duties and responsibilities.|JP00113|System Administrator|Summary: System Administrator position|WID00000113|System Administrator|MLI|Individual Contributor|Hourly|True|False|MATRIX_IT_IC2|False|False|Biweekly
00|N|Y|False|CAT4|Senior Manager|Exempt|Non-Exempt|MKTG|JFG_MKTG|Job Family Group MKTG|Family MKTG|IC5|Level IC5|JPC0114|This is the job description for Finance Manager. Responsible for key duties and responsibilities.|JP00114|Finance Manager|Summary: Finance Manager position|WID00000114|Finance Manager|MLI|Individual Contributor|Salary|False|False|MATRIX_MKTG_IC5|False|False|Biweekly
00|Y|N|False|CAT5|Senior Manager|Non-Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|M5|Level M5|JPC0115|This is the job description for Network Engineer. Responsible for key duties and responsibilities.|JP00115|Network Engineer|Summary: Network Engineer position|WID00000115|Network Engineer|MLM|Manager|Salary|False|False|MATRIX_OPS_M5|False|True|Biweekly
00|Y|N|False|CAT1|Executive|Non-Exempt|Exempt|MKTG|JFG_MKTG|Job Family Group MKTG|Family MKTG|IC3|Level IC3|JPC0116|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00116|Operations Manager|Summary: Operations Manager position|WID00000116|Operations Manager|MLI|Individual Contributor|Hourly|False|True|MATRIX_MKTG_IC3|False|False|Biweekly
00|Y|Y|False|CAT2|Individual Contributor|Non-Exempt|Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|M1|Level M1|JPC0117|This is the job description for System Administrator. Responsible for key duties and responsibilities.|JP00117|System Administrator|Summary: System Administrator position|WID00000117|System Administrator|MLM|Manager|Salary|False|True|MATRIX_SAL_M1|True|True|Biweekly
00|Y|N|False|CAT3|Individual Contributor|Non-Exempt|Non-Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|IC3|Level IC3|JPC0118|This is the job description for Project Manager. Responsible for key duties and responsibilities.|JP00118|Project Manager|Summary: Project Manager position|WID00000118|Project Manager|MLI|Individual Contributor|Salary|False|False|MATRIX_LEGAL_IC3|False|False|Biweekly
00|N|N|False|CAT4|Manager|Non-Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|IC4|Level IC4|JPC0119|This is the job description for Sales Executive. Responsible for key duties and responsibilities.|JP00119|Sales Executive|Summary: Sales Executive position|WID00000119|Sales Executive|MLI|Individual Contributor|Hourly|False|False|MATRIX_IT_IC4|False|False|Biweekly
00|Y|N|False|CAT5|Individual Contributor|Non-Exempt|Non-Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|IC3|Level IC3|JPC0120|This is the job description for Network Engineer. Responsible for key duties and responsibilities.|JP00120|Network Engineer|Summary: Network Engineer position|WID00000120|Network Engineer|MLI|Individual Contributor|Salary|True|False|MATRIX_LEGAL_IC3|False|False|Biweekly
00|Y|N|False|CAT1|Individual Contributor|Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|IC3|Level IC3|JPC0121|This is the job description for Business Analyst. Responsible for key duties and responsibilities.|JP00121|Business Analyst|Summary: Business Analyst position|WID00000121|Business Analyst|MLI|Individual Contributor|Hourly|True|False|MATRIX_FIN_IC3|False|False|Biweekly
00|Y|N|False|CAT2|Manager|Exempt|Non-Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|M2|Level M2|JPC0122|This is the job description for Sales Executive. Responsible for key duties and responsibilities.|JP00122|Sales Executive|Summary: Sales Executive position|WID00000122|Sales Executive|MLM|Manager|Salary|False|True|MATRIX_ENG_M2|False|True|Biweekly
00|Y|N|False|CAT3|Director|Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|IC1|Level IC1|JPC0123|This is the job description for Business Analyst. Responsible for key duties and responsibilities.|JP00123|Business Analyst|Summary: Business Analyst position|WID00000123|Business Analyst|MLI|Individual Contributor|Salary|False|True|MATRIX_HR_IC1|False|False|Biweekly
00|Y|N|False|CAT4|Manager|Non-Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|M4|Level M4|JPC0124|This is the job description for Quality Assurance. Responsible for key duties and responsibilities.|JP00124|Quality Assurance|Summary: Quality Assurance position|WID00000124|Quality Assurance|MLM|Manager|Salary|True|False|MATRIX_HR_M4|True|True|Biweekly
00|Y|Y|False|CAT5|Manager|Non-Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|IC2|Level IC2|JPC0125|This is the job description for Data Analyst. Responsible for key duties and responsibilities.|JP00125|Data Analyst|Summary: Data Analyst position|WID00000125|Data Analyst|MLI|Individual Contributor|Salary|False|True|MATRIX_IT_IC2|False|False|Biweekly
00|Y|N|False|CAT1|Individual Contributor|Exempt|Non-Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|IC3|Level IC3|JPC0126|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00126|Operations Manager|Summary: Operations Manager position|WID00000126|Operations Manager|MLI|Individual Contributor|Hourly|True|False|MATRIX_LEGAL_IC3|False|False|Biweekly
00|N|Y|False|CAT2|Senior Manager|Exempt|Exempt|MKTG|JFG_MKTG|Job Family Group MKTG|Family MKTG|IC5|Level IC5|JPC0127|This is the job description for Quality Assurance. Responsible for key duties and responsibilities.|JP00127|Quality Assurance|Summary: Quality Assurance position|WID00000127|Quality Assurance|MLI|Individual Contributor|Hourly|True|True|MATRIX_MKTG_IC5|False|False|Biweekly
00|N|N|False|CAT3|Manager|Exempt|Exempt|MKTG|JFG_MKTG|Job Family Group MKTG|Family MKTG|M4|Level M4|JPC0128|This is the job description for Accountant. Responsible for key duties and responsibilities.|JP00128|Accountant|Summary: Accountant position|WID00000128|Accountant|MLM|Manager|Hourly|True|False|MATRIX_MKTG_M4|True|True|Biweekly
00|Y|N|False|CAT4|Senior Manager|Non-Exempt|Non-Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|IC1|Level IC1|JPC0129|This is the job description for System Administrator. Responsible for key duties and responsibilities.|JP00129|System Administrator|Summary: System Administrator position|WID00000129|System Administrator|MLI|Individual Contributor|Hourly|True|True|MATRIX_SAL_IC1|False|False|Biweekly
00|N|N|False|CAT5|Individual Contributor|Non-Exempt|Non-Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|M1|Level M1|JPC0130|This is the job description for Network Engineer. Responsible for key duties and responsibilities.|JP00130|Network Engineer|Summary: Network Engineer position|WID00000130|Network Engineer|MLM|Manager|Hourly|False|False|MATRIX_OPS_M1|True|True|Biweekly
00|N|N|False|CAT1|Executive|Non-Exempt|Exempt|MKTG|JFG_MKTG|Job Family Group MKTG|Family MKTG|IC3|Level IC3|JPC0131|This is the job description for HR Manager. Responsible for key duties and responsibilities.|JP00131|HR Manager|Summary: HR Manager position|WID00000131|HR Manager|MLI|Individual Contributor|Hourly|True|False|MATRIX_MKTG_IC3|False|False|Biweekly
00|N|N|False|CAT2|Senior Manager|Non-Exempt|Non-Exempt|HR|JFG_HR|Job Family Group HR|Family HR|M4|Level M4|JPC0132|This is the job description for Business Analyst. Responsible for key duties and responsibilities.|JP00132|Business Analyst|Summary: Business Analyst position|WID00000132|Business Analyst|MLM|Manager|Salary|False|False|MATRIX_HR_M4|False|True|Biweekly
