Compensation_Grade|Critical_Job_Flag|Difficult_to_Fill_Flag|Inactive_Flag|Job_Category_Code|Job_Category_Name|Job_Exempt_Canada|Job_Exempt_US|Job_Family|Job_Family_Group|Job_Family_Group_Name|Job_Family_Name|Job_Level_Code|Job_Level_Name|Job_Profile_Code|Job_Profile_Description|Job_Profile_ID|Job_Profile_Name|Job_Profile_Summary|Job_Profile_WID|Job_Title|Management_Level_Code|Management_Level_Name|Pay_Rate_Type|Public_Job|Work_Shift_Required|JOB_MATRIX|IS_PEOPLE_MANAGER|IS_MANAGER|FREQUENCY
00|N|N|False|CAT3|Individual Contributor|Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|IC1|Level IC1|JPC0133|This is the job description for Quality Assurance. Responsible for key duties and responsibilities.|JP00133|Quality Assurance|Summary: Quality Assurance position|WID00000133|Quality Assurance|MLI|Individual Contributor|Hourly|True|True|MATRIX_IT_IC1|False|False|Biweekly
00|Y|Y|False|CAT4|Manager|Non-Exempt|Non-Exempt|HR|JFG_HR|Job Family Group HR|Family HR|M5|Level M5|JPC0134|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00134|Operations Manager|Summary: Operations Manager position|WID00000134|Operations Manager|MLM|Manager|Hourly|True|True|MATRIX_HR_M5|True|True|Biweekly
00|Y|N|False|CAT5|Director|Non-Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|M1|Level M1|JPC0135|This is the job description for Accountant. Responsible for key duties and responsibilities.|JP00135|Accountant|Summary: Accountant position|WID00000135|Accountant|MLM|Manager|Salary|True|True|MATRIX_IT_M1|True|True|Biweekly
00|Y|N|False|CAT1|Senior Manager|Non-Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|M3|Level M3|JPC0136|This is the job description for Sales Executive. Responsible for key duties and responsibilities.|JP00136|Sales Executive|Summary: Sales Executive position|WID00000136|Sales Executive|MLM|Manager|Hourly|False|True|MATRIX_HR_M3|False|True|Biweekly
00|N|Y|False|CAT2|Director|Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|IC3|Level IC3|JPC0137|This is the job description for Network Engineer. Responsible for key duties and responsibilities.|JP00137|Network Engineer|Summary: Network Engineer position|WID00000137|Network Engineer|MLI|Individual Contributor|Hourly|True|False|MATRIX_FIN_IC3|False|False|Biweekly
00|Y|N|False|CAT3|Executive|Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|IC3|Level IC3|JPC0138|This is the job description for Quality Assurance. Responsible for key duties and responsibilities.|JP00138|Quality Assurance|Summary: Quality Assurance position|WID00000138|Quality Assurance|MLI|Individual Contributor|Salary|True|True|MATRIX_OPS_IC3|False|False|Biweekly
00|N|N|False|CAT4|Executive|Exempt|Exempt|IT|JFG_IT|Job Family Group IT|Family IT|IC1|Level IC1|JPC0139|This is the job description for Accountant. Responsible for key duties and responsibilities.|JP00139|Accountant|Summary: Accountant position|WID00000139|Accountant|MLI|Individual Contributor|Salary|False|False|MATRIX_IT_IC1|False|False|Biweekly
00|Y|Y|False|CAT5|Senior Manager|Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|M4|Level M4|JPC0140|This is the job description for Finance Manager. Responsible for key duties and responsibilities.|JP00140|Finance Manager|Summary: Finance Manager position|WID00000140|Finance Manager|MLM|Manager|Hourly|False|True|MATRIX_IT_M4|True|True|Biweekly
00|Y|Y|False|CAT1|Executive|Exempt|Non-Exempt|HR|JFG_HR|Job Family Group HR|Family HR|IC3|Level IC3|JPC0141|This is the job description for Finance Manager. Responsible for key duties and responsibilities.|JP00141|Finance Manager|Summary: Finance Manager position|WID00000141|Finance Manager|MLI|Individual Contributor|Salary|True|False|MATRIX_HR_IC3|False|False|Biweekly
00|N|Y|False|CAT2|Executive|Non-Exempt|Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|M1|Level M1|JPC0142|This is the job description for Sales Executive. Responsible for key duties and responsibilities.|JP00142|Sales Executive|Summary: Sales Executive position|WID00000142|Sales Executive|MLM|Manager|Hourly|True|True|MATRIX_SAL_M1|True|True|Biweekly
00|N|Y|False|CAT3|Individual Contributor|Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|IC3|Level IC3|JPC0143|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00143|Operations Manager|Summary: Operations Manager position|WID00000143|Operations Manager|MLI|Individual Contributor|Hourly|True|False|MATRIX_HR_IC3|False|False|Biweekly
00|N|N|False|CAT4|Manager|Non-Exempt|Non-Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|M3|Level M3|JPC0144|This is the job description for Security Analyst. Responsible for key duties and responsibilities.|JP00144|Security Analyst|Summary: Security Analyst position|WID00000144|Security Analyst|MLM|Manager|Hourly|True|True|MATRIX_ENG_M3|True|True|Biweekly
00|N|Y|False|CAT5|Senior Manager|Non-Exempt|Non-Exempt|HR|JFG_HR|Job Family Group HR|Family HR|M3|Level M3|JPC0145|This is the job description for Finance Manager. Responsible for key duties and responsibilities.|JP00145|Finance Manager|Summary: Finance Manager position|WID00000145|Finance Manager|MLM|Manager|Hourly|True|False|MATRIX_HR_M3|True|True|Biweekly
00|N|Y|False|CAT1|Manager|Exempt|Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M1|Level M1|JPC0146|This is the job description for Product Manager. Responsible for key duties and responsibilities.|JP00146|Product Manager|Summary: Product Manager position|WID00000146|Product Manager|MLM|Manager|Hourly|False|False|MATRIX_FIN_M1|True|True|Biweekly
00|N|Y|False|CAT2|Manager|Non-Exempt|Non-Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|IC3|Level IC3|JPC0147|This is the job description for Network Engineer. Responsible for key duties and responsibilities.|JP00147|Network Engineer|Summary: Network Engineer position|WID00000147|Network Engineer|MLI|Individual Contributor|Hourly|False|False|MATRIX_SAL_IC3|False|False|Biweekly
00|N|Y|False|CAT3|Manager|Non-Exempt|Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|IC2|Level IC2|JPC0148|This is the job description for Finance Manager. Responsible for key duties and responsibilities.|JP00148|Finance Manager|Summary: Finance Manager position|WID00000148|Finance Manager|MLI|Individual Contributor|Salary|False|False|MATRIX_ENG_IC2|False|False|Biweekly
00|Y|N|False|CAT4|Manager|Non-Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|IC5|Level IC5|JPC0149|This is the job description for Sales Executive. Responsible for key duties and responsibilities.|JP00149|Sales Executive|Summary: Sales Executive position|WID00000149|Sales Executive|MLI|Individual Contributor|Hourly|False|True|MATRIX_IT_IC5|False|False|Biweekly
00|Y|N|False|CAT5|Executive|Non-Exempt|Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|IC1|Level IC1|JPC0150|This is the job description for Marketing Manager. Responsible for key duties and responsibilities.|JP00150|Marketing Manager|Summary: Marketing Manager position|WID00000150|Marketing Manager|MLI|Individual Contributor|Hourly|False|False|MATRIX_LEGAL_IC1|False|False|Biweekly
00|N|N|False|CAT1|Executive|Non-Exempt|Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|IC3|Level IC3|JPC0151|This is the job description for Data Analyst. Responsible for key duties and responsibilities.|JP00151|Data Analyst|Summary: Data Analyst position|WID00000151|Data Analyst|MLI|Individual Contributor|Salary|False|True|MATRIX_FIN_IC3|False|False|Biweekly
00|N|N|False|CAT2|Executive|Non-Exempt|Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|IC1|Level IC1|JPC0152|This is the job description for Project Manager. Responsible for key duties and responsibilities.|JP00152|Project Manager|Summary: Project Manager position|WID00000152|Project Manager|MLI|Individual Contributor|Salary|False|False|MATRIX_ENG_IC1|False|False|Biweekly
00|N|N|False|CAT3|Executive|Non-Exempt|Non-Exempt|HR|JFG_HR|Job Family Group HR|Family HR|M2|Level M2|JPC0153|This is the job description for Marketing Manager. Responsible for key duties and responsibilities.|JP00153|Marketing Manager|Summary: Marketing Manager position|WID00000153|Marketing Manager|MLM|Manager|Salary|False|False|MATRIX_HR_M2|True|True|Biweekly
00|Y|N|False|CAT4|Senior Manager|Exempt|Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M2|Level M2|JPC0154|This is the job description for Marketing Manager. Responsible for key duties and responsibilities.|JP00154|Marketing Manager|Summary: Marketing Manager position|WID00000154|Marketing Manager|MLM|Manager|Hourly|True|False|MATRIX_FIN_M2|False|True|Biweekly
00|Y|Y|False|CAT5|Individual Contributor|Non-Exempt|Non-Exempt|HR|JFG_HR|Job Family Group HR|Family HR|IC4|Level IC4|JPC0155|This is the job description for Software Engineer. Responsible for key duties and responsibilities.|JP00155|Software Engineer|Summary: Software Engineer position|WID00000155|Software Engineer|MLI|Individual Contributor|Hourly|True|False|MATRIX_HR_IC4|False|False|Biweekly
00|Y|Y|False|CAT1|Executive|Exempt|Non-Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|M2|Level M2|JPC0156|This is the job description for Sales Executive. Responsible for key duties and responsibilities.|JP00156|Sales Executive|Summary: Sales Executive position|WID00000156|Sales Executive|MLM|Manager|Hourly|False|False|MATRIX_SAL_M2|True|True|Biweekly
00|N|N|False|CAT2|Executive|Non-Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|M3|Level M3|JPC0157|This is the job description for Security Analyst. Responsible for key duties and responsibilities.|JP00157|Security Analyst|Summary: Security Analyst position|WID00000157|Security Analyst|MLM|Manager|Salary|False|False|MATRIX_HR_M3|True|True|Biweekly
00|Y|N|False|CAT3|Senior Manager|Non-Exempt|Non-Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|IC5|Level IC5|JPC0158|This is the job description for System Administrator. Responsible for key duties and responsibilities.|JP00158|System Administrator|Summary: System Administrator position|WID00000158|System Administrator|MLI|Individual Contributor|Hourly|False|True|MATRIX_SAL_IC5|False|False|Biweekly
00|Y|N|False|CAT4|Individual Contributor|Non-Exempt|Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|M2|Level M2|JPC0159|This is the job description for Network Engineer. Responsible for key duties and responsibilities.|JP00159|Network Engineer|Summary: Network Engineer position|WID00000159|Network Engineer|MLM|Manager|Hourly|False|False|MATRIX_LEGAL_M2|False|True|Biweekly
00|N|N|False|CAT5|Manager|Exempt|Exempt|IT|JFG_IT|Job Family Group IT|Family IT|IC4|Level IC4|JPC0160|This is the job description for Product Manager. Responsible for key duties and responsibilities.|JP00160|Product Manager|Summary: Product Manager position|WID00000160|Product Manager|MLI|Individual Contributor|Salary|True|True|MATRIX_IT_IC4|False|False|Biweekly
00|N|N|False|CAT1|Individual Contributor|Exempt|Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|IC1|Level IC1|JPC0161|This is the job description for Data Analyst. Responsible for key duties and responsibilities.|JP00161|Data Analyst|Summary: Data Analyst position|WID00000161|Data Analyst|MLI|Individual Contributor|Salary|False|False|MATRIX_SAL_IC1|False|False|Biweekly
00|N|N|False|CAT2|Individual Contributor|Exempt|Exempt|IT|JFG_IT|Job Family Group IT|Family IT|IC4|Level IC4|JPC0162|This is the job description for System Administrator. Responsible for key duties and responsibilities.|JP00162|System Administrator|Summary: System Administrator position|WID00000162|System Administrator|MLI|Individual Contributor|Salary|True|False|MATRIX_IT_IC4|False|False|Biweekly
00|N|Y|False|CAT3|Senior Manager|Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|IC1|Level IC1|JPC0163|This is the job description for Network Engineer. Responsible for key duties and responsibilities.|JP00163|Network Engineer|Summary: Network Engineer position|WID00000163|Network Engineer|MLI|Individual Contributor|Hourly|True|False|MATRIX_HR_IC1|False|False|Biweekly
00|Y|N|False|CAT4|Senior Manager|Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|M3|Level M3|JPC0164|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00164|Operations Manager|Summary: Operations Manager position|WID00000164|Operations Manager|MLM|Manager|Hourly|True|False|MATRIX_OPS_M3|True|True|Biweekly
00|N|N|False|CAT5|Executive|Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|IC3|Level IC3|JPC0165|This is the job description for Software Engineer. Responsible for key duties and responsibilities.|JP00165|Software Engineer|Summary: Software Engineer position|WID00000165|Software Engineer|MLI|Individual Contributor|Hourly|False|False|MATRIX_OPS_IC3|False|False|Biweekly
00|N|N|False|CAT1|Manager|Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M2|Level M2|JPC0166|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00166|Operations Manager|Summary: Operations Manager position|WID00000166|Operations Manager|MLM|Manager|Hourly|True|False|MATRIX_FIN_M2|False|True|Biweekly
00|Y|N|False|CAT2|Senior Manager|Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|M1|Level M1|JPC0167|This is the job description for Business Analyst. Responsible for key duties and responsibilities.|JP00167|Business Analyst|Summary: Business Analyst position|WID00000167|Business Analyst|MLM|Manager|Salary|False|False|MATRIX_OPS_M1|True|True|Biweekly
00|N|Y|False|CAT3|Senior Manager|Non-Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|M2|Level M2|JPC0168|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00168|Operations Manager|Summary: Operations Manager position|WID00000168|Operations Manager|MLM|Manager|Salary|True|False|MATRIX_HR_M2|True|True|Biweekly
00|N|N|False|CAT4|Executive|Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|M3|Level M3|JPC0169|This is the job description for Quality Assurance. Responsible for key duties and responsibilities.|JP00169|Quality Assurance|Summary: Quality Assurance position|WID00000169|Quality Assurance|MLM|Manager|Salary|False|False|MATRIX_HR_M3|True|True|Biweekly
00|Y|Y|False|CAT5|Manager|Non-Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M5|Level M5|JPC0170|This is the job description for Data Analyst. Responsible for key duties and responsibilities.|JP00170|Data Analyst|Summary: Data Analyst position|WID00000170|Data Analyst|MLM|Manager|Salary|True|False|MATRIX_FIN_M5|False|True|Biweekly
00|Y|N|False|CAT1|Director|Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M4|Level M4|JPC0171|This is the job description for HR Manager. Responsible for key duties and responsibilities.|JP00171|HR Manager|Summary: HR Manager position|WID00000171|HR Manager|MLM|Manager|Hourly|True|False|MATRIX_FIN_M4|True|True|Biweekly
00|Y|Y|False|CAT2|Director|Non-Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|IC1|Level IC1|JPC0172|This is the job description for Quality Assurance. Responsible for key duties and responsibilities.|JP00172|Quality Assurance|Summary: Quality Assurance position|WID00000172|Quality Assurance|MLI|Individual Contributor|Salary|True|False|MATRIX_OPS_IC1|False|False|Biweekly
00|Y|N|False|CAT3|Senior Manager|Non-Exempt|Non-Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|IC5|Level IC5|JPC0173|This is the job description for Finance Manager. Responsible for key duties and responsibilities.|JP00173|Finance Manager|Summary: Finance Manager position|WID00000173|Finance Manager|MLI|Individual Contributor|Hourly|False|True|MATRIX_ENG_IC5|False|False|Biweekly
00|N|Y|False|CAT4|Manager|Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|M1|Level M1|JPC0174|This is the job description for Data Analyst. Responsible for key duties and responsibilities.|JP00174|Data Analyst|Summary: Data Analyst position|WID00000174|Data Analyst|MLM|Manager|Hourly|False|False|MATRIX_HR_M1|False|True|Biweekly
00|N|Y|False|CAT5|Senior Manager|Exempt|Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|IC4|Level IC4|JPC0175|This is the job description for Product Manager. Responsible for key duties and responsibilities.|JP00175|Product Manager|Summary: Product Manager position|WID00000175|Product Manager|MLI|Individual Contributor|Salary|False|True|MATRIX_LEGAL_IC4|False|False|Biweekly
00|Y|N|False|CAT1|Executive|Exempt|Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|IC4|Level IC4|JPC0176|This is the job description for Data Analyst. Responsible for key duties and responsibilities.|JP00176|Data Analyst|Summary: Data Analyst position|WID00000176|Data Analyst|MLI|Individual Contributor|Salary|False|False|MATRIX_SAL_IC4|False|False|Biweekly
00|Y|Y|False|CAT2|Executive|Non-Exempt|Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|M4|Level M4|JPC0177|This is the job description for Product Manager. Responsible for key duties and responsibilities.|JP00177|Product Manager|Summary: Product Manager position|WID00000177|Product Manager|MLM|Manager|Hourly|False|True|MATRIX_SAL_M4|True|True|Biweekly
00|Y|N|False|CAT3|Senior Manager|Non-Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|IC3|Level IC3|JPC0178|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00178|Operations Manager|Summary: Operations Manager position|WID00000178|Operations Manager|MLI|Individual Contributor|Salary|False|False|MATRIX_OPS_IC3|False|False|Biweekly
00|N|N|False|CAT4|Director|Exempt|Non-Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|M1|Level M1|JPC0179|This is the job description for Operations Manager. Responsible for key duties and responsibilities.|JP00179|Operations Manager|Summary: Operations Manager position|WID00000179|Operations Manager|MLM|Manager|Hourly|True|False|MATRIX_ENG_M1|True|True|Biweekly
00|Y|N|False|CAT5|Individual Contributor|Non-Exempt|Non-Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|IC4|Level IC4|JPC0180|This is the job description for Business Analyst. Responsible for key duties and responsibilities.|JP00180|Business Analyst|Summary: Business Analyst position|WID00000180|Business Analyst|MLI|Individual Contributor|Salary|False|True|MATRIX_SAL_IC4|False|False|Biweekly
00|Y|N|False|CAT1|Senior Manager|Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|IC4|Level IC4|JPC0181|This is the job description for Accountant. Responsible for key duties and responsibilities.|JP00181|Accountant|Summary: Accountant position|WID00000181|Accountant|MLI|Individual Contributor|Salary|False|False|MATRIX_OPS_IC4|False|False|Biweekly
00|Y|N|False|CAT2|Manager|Non-Exempt|Non-Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|IC2|Level IC2|JPC0182|This is the job description for Product Manager. Responsible for key duties and responsibilities.|JP00182|Product Manager|Summary: Product Manager position|WID00000182|Product Manager|MLI|Individual Contributor|Salary|True|True|MATRIX_ENG_IC2|False|False|Biweekly
00|Y|N|False|CAT3|Manager|Non-Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|M3|Level M3|JPC0183|This is the job description for Security Analyst. Responsible for key duties and responsibilities.|JP00183|Security Analyst|Summary: Security Analyst position|WID00000183|Security Analyst|MLM|Manager|Hourly|False|False|MATRIX_FIN_M3|False|True|Biweekly
00|N|N|False|CAT4|Individual Contributor|Non-Exempt|Non-Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|IC5|Level IC5|JPC0184|This is the job description for Accountant. Responsible for key duties and responsibilities.|JP00184|Accountant|Summary: Accountant position|WID00000184|Accountant|MLI|Individual Contributor|Salary|False|False|MATRIX_OPS_IC5|False|False|Biweekly
00|Y|Y|False|CAT5|Senior Manager|Non-Exempt|Non-Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|IC1|Level IC1|JPC0185|This is the job description for Marketing Manager. Responsible for key duties and responsibilities.|JP00185|Marketing Manager|Summary: Marketing Manager position|WID00000185|Marketing Manager|MLI|Individual Contributor|Salary|True|False|MATRIX_LEGAL_IC1|False|False|Biweekly
00|N|N|False|CAT1|Director|Non-Exempt|Non-Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|M2|Level M2|JPC0186|This is the job description for Marketing Manager. Responsible for key duties and responsibilities.|JP00186|Marketing Manager|Summary: Marketing Manager position|WID00000186|Marketing Manager|MLM|Manager|Salary|False|True|MATRIX_SAL_M2|True|True|Biweekly
00|Y|Y|False|CAT2|Individual Contributor|Exempt|Exempt|HR|JFG_HR|Job Family Group HR|Family HR|M4|Level M4|JPC0187|This is the job description for HR Manager. Responsible for key duties and responsibilities.|JP00187|HR Manager|Summary: HR Manager position|WID00000187|HR Manager|MLM|Manager|Hourly|True|True|MATRIX_HR_M4|False|True|Biweekly
00|N|N|False|CAT3|Individual Contributor|Non-Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|IC3|Level IC3|JPC0188|This is the job description for Software Engineer. Responsible for key duties and responsibilities.|JP00188|Software Engineer|Summary: Software Engineer position|WID00000188|Software Engineer|MLI|Individual Contributor|Salary|True|False|MATRIX_FIN_IC3|False|False|Biweekly
00|N|N|False|CAT4|Individual Contributor|Non-Exempt|Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|IC1|Level IC1|JPC0189|This is the job description for Sales Executive. Responsible for key duties and responsibilities.|JP00189|Sales Executive|Summary: Sales Executive position|WID00000189|Sales Executive|MLI|Individual Contributor|Salary|True|True|MATRIX_ENG_IC1|False|False|Biweekly
00|N|N|False|CAT5|Senior Manager|Non-Exempt|Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|IC4|Level IC4|JPC0190|This is the job description for Marketing Manager. Responsible for key duties and responsibilities.|JP00190|Marketing Manager|Summary: Marketing Manager position|WID00000190|Marketing Manager|MLI|Individual Contributor|Hourly|False|False|MATRIX_SAL_IC4|False|False|Biweekly
00|Y|Y|False|CAT1|Individual Contributor|Non-Exempt|Non-Exempt|SAL|JFG_SAL|Job Family Group SAL|Family SAL|IC4|Level IC4|JPC0191|This is the job description for Business Analyst. Responsible for key duties and responsibilities.|JP00191|Business Analyst|Summary: Business Analyst position|WID00000191|Business Analyst|MLI|Individual Contributor|Hourly|False|True|MATRIX_SAL_IC4|False|False|Biweekly
00|N|N|False|CAT2|Executive|Exempt|Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|IC3|Level IC3|JPC0192|This is the job description for Data Analyst. Responsible for key duties and responsibilities.|JP00192|Data Analyst|Summary: Data Analyst position|WID00000192|Data Analyst|MLI|Individual Contributor|Salary|True|False|MATRIX_ENG_IC3|False|False|Biweekly
00|N|Y|False|CAT3|Manager|Non-Exempt|Exempt|OPS|JFG_OPS|Job Family Group OPS|Family OPS|IC1|Level IC1|JPC0193|This is the job description for Security Analyst. Responsible for key duties and responsibilities.|JP00193|Security Analyst|Summary: Security Analyst position|WID00000193|Security Analyst|MLI|Individual Contributor|Salary|True|False|MATRIX_OPS_IC1|False|False|Biweekly
00|Y|N|False|CAT4|Executive|Non-Exempt|Non-Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|IC5|Level IC5|JPC0194|This is the job description for Project Manager. Responsible for key duties and responsibilities.|JP00194|Project Manager|Summary: Project Manager position|WID00000194|Project Manager|MLI|Individual Contributor|Salary|True|False|MATRIX_FIN_IC5|False|False|Biweekly
00|Y|N|False|CAT5|Executive|Non-Exempt|Non-Exempt|ENG|JFG_ENG|Job Family Group ENG|Family ENG|IC2|Level IC2|JPC0195|This is the job description for Finance Manager. Responsible for key duties and responsibilities.|JP00195|Finance Manager|Summary: Finance Manager position|WID00000195|Finance Manager|MLI|Individual Contributor|Salary|False|False|MATRIX_ENG_IC2|False|False|Biweekly
00|N|N|False|CAT1|Manager|Non-Exempt|Exempt|IT|JFG_IT|Job Family Group IT|Family IT|IC4|Level IC4|JPC0196|This is the job description for Accountant. Responsible for key duties and responsibilities.|JP00196|Accountant|Summary: Accountant position|WID00000196|Accountant|MLI|Individual Contributor|Hourly|True|True|MATRIX_IT_IC4|False|False|Biweekly
00|Y|N|False|CAT2|Senior Manager|Non-Exempt|Exempt|FIN|JFG_FIN|Job Family Group FIN|Family FIN|IC5|Level IC5|JPC0197|This is the job description for Project Manager. Responsible for key duties and responsibilities.|JP00197|Project Manager|Summary: Project Manager position|WID00000197|Project Manager|MLI|Individual Contributor|Salary|True|False|MATRIX_FIN_IC5|False|False|Biweekly
00|Y|Y|False|CAT3|Director|Non-Exempt|Non-Exempt|IT|JFG_IT|Job Family Group IT|Family IT|M1|Level M1|JPC0198|This is the job description for System Administrator. Responsible for key duties and responsibilities.|JP00198|System Administrator|Summary: System Administrator position|WID00000198|System Administrator|MLM|Manager|Salary|True|True|MATRIX_IT_M1|False|True|Biweekly
00|N|Y|False|CAT4|Senior Manager|Non-Exempt|Non-Exempt|MKTG|JFG_MKTG|Job Family Group MKTG|Family MKTG|M4|Level M4|JPC0199|This is the job description for Data Analyst. Responsible for key duties and responsibilities.|JP00199|Data Analyst|Summary: Data Analyst position|WID00000199|Data Analyst|MLM|Manager|Salary|True|True|MATRIX_MKTG_M4|True|True|Biweekly
00|N|N|False|CAT5|Director|Exempt|Exempt|LEGAL|JFG_LEGAL|Job Family Group LEGAL|Family LEGAL|IC3|Level IC3|JPC0200|This is the job description for Project Manager. Responsible for key duties and responsibilities.|JP00200|Project Manager|Summary: Project Manager position|WID00000200|Project Manager|MLI|Individual Contributor|Salary|False|False|MATRIX_LEGAL_IC3|False|False|Biweekly
